name,playcount,listeners,mbid,url,streamable,tags
Beck,109007974,3073835,a8baaa41-50f1-4f63-979e-717c14979dfb,https://www.last.fm/music/Beck,0,"alternative, indie, rock"
MGMT,109374806,3062083,c485632c-b784-4ee9-8ea1-c5fb365681fc,https://www.last.fm/music/MGMT,0,"electronic, indie, psychedelic"
R.E.M.,101355782,3057121,ea4dfa26-f633-4da6-a52a-f49ea4897b58,https://www.last.fm/music/R.E.M.,0,"rock, alternative rock, alternative"
Justin Timberlake,80375501,3056305,596ffa74-3d08-44ef-b113-765d43d12738,https://www.last.fm/music/Justin+Timberlake,0,"pop, rnb, dance"
Blur,97877782,3052845,ba853904-ae25-4ebb-89d6-c44cfbd71bd2,https://www.last.fm/music/Blur,0,"britpop, rock, indie"
The Offspring,131618981,3050901,23a03e33-a603-404e-bcbf-2c00159d7067,https://www.last.fm/music/The+Offspring,0,"punk rock, punk, rock"
David Guetta,97797298,3050332,302bd7b9-d012-4360-897a-93b00c855680,https://www.last.fm/music/David+Guetta,0,"House, dance, electronic"
Rage Against the Machine,98530381,2998688,3798b104-01cb-484c-a3b0-56adc6399b80,https://www.last.fm/music/Rage+Against+the+Machine,0,"rock, alternative rock, alternative"
The Smashing Pumpkins,136889332,2986478,ba0d6274-db14-4ef5-b28d-657ebde1a396,https://www.last.fm/music/The+Smashing+Pumpkins,0,"alternative rock, rock, alternative"
Fall Out Boy,162846512,2975352,516cef4d-0718-4007-9939-f9b38af3f784,https://www.last.fm/music/Fall+Out+Boy,0,"pop punk, rock, emo"
Christina Aguilera,137538402,2970297,b202beb7-99bd-47e7-8b72-195c8d72ebdd,https://www.last.fm/music/Christina+Aguilera,0,"pop, female vocalists, soul"
Johnny Cash,111918636,2961389,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,https://www.last.fm/music/Johnny+Cash,0,"country, folk, singer-songwriter"
Death Cab for Cutie,174710929,2960461,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,https://www.last.fm/music/Death+Cab+for+Cutie,0,"indie, indie rock, alternative"
Nickelback,88057679,2953057,bc710bcf-8815-42cf-bad2-3f1d12246aeb,https://www.last.fm/music/Nickelback,0,"rock, alternative rock, hard rock"
The Who,79106590,2928875,f2fa2f0c-b6d7-4d09-be35-910c110bb342,https://www.last.fm/music/The+Who,0,"classic rock, rock, british"
AC/DC,146019428,2905486,66c662b6-6e2f-4930-8610-912e24c63ed1,https://www.last.fm/music/AC%2FDC,0,"hard rock, classic rock, rock"
Jimi Hendrix,80034591,2903460,06fb1c8b-566e-4cb2-985b-b467c90781d4,https://www.last.fm/music/Jimi+Hendrix,0,"classic rock, rock, blues"
Pearl Jam,156390594,2871820,83b9cbe7-9857-49e2-ab8e-b57b01038103,https://www.last.fm/music/Pearl+Jam,0,"Grunge, rock, alternative rock"
Avril Lavigne,127674491,2870290,0103c1cc-4a09-4a5d-a344-56ad99a77193,https://www.last.fm/music/Avril+Lavigne,0,"pop, pop rock, rock"
Chris Brown,57145743,2868729,c234fa42-e6a6-443e-937e-2f4b073538a3,https://www.last.fm/music/Chris+Brown,0,"rnb, Hip-Hop, Chris Brown"
Usher,42982827,2868585,3414d446-735a-443c-931f-10634f57e5b9,https://www.last.fm/music/Usher,0,"rnb, Hip-Hop, pop"
Depeche Mode,178504988,2851701,8538e728-ca0b-4321-b7e5-cff6565dd4c0,https://www.last.fm/music/Depeche+Mode,0,"electronic, new wave, 80s"
Bob Dylan,168592829,2841612,72c536dc-7137-4477-a521-567eeb840fa8,https://www.last.fm/music/Bob+Dylan,0,"folk, singer-songwriter, classic rock"
50 Cent,44041263,2836072,8e68819d-71be-4e7d-b41d-f1df81b01d3f,https://www.last.fm/music/50+Cent,0,"rap, Hip-Hop, Gangsta Rap"
Elton John,62047896,2785806,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,https://www.last.fm/music/Elton+John,0,"pop, classic rock, singer-songwriter"
The Kooks,116360691,2777362,f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,https://www.last.fm/music/The+Kooks,0,"indie, indie rock, british"
Moby,99428325,2766271,8970d868-0723-483b-a75b-51088913d3d4,https://www.last.fm/music/Moby,0,"electronic, ambient, chillout"
Mariah Carey,102209457,2765404,494e8d09-f85b-4543-892f-a5096aed1cd4,https://www.last.fm/music/Mariah+Carey,0,"pop, rnb, female vocalists"
Kid Cudi,95441193,2764543,e0e1db18-f7ba-4dee-95ff-7ae8cf545460,https://www.last.fm/music/Kid+Cudi,0,"Hip-Hop, rap, alternative rap"
OutKast,57828095,2758578,73fdb566-a9b1-494c-9f32-51768ec9fd27,https://www.last.fm/music/OutKast,0,"Hip-Hop, rap, funk"
Paramore,207569820,2744382,728ea90d-279b-4201-a8c4-597830883150,https://www.last.fm/music/Paramore,0,"rock, pop punk, alternative"
Placebo,196007395,2728173,979a39b4-2df9-4767-a3ca-7940e8aff05a,https://www.last.fm/music/Placebo,0,"alternative rock, alternative, rock"
Arcade Fire,194919644,2715425,52074ba6-e495-4ef3-9bb4-0703888a9f68,https://www.last.fm/music/Arcade+Fire,0,"indie, indie rock, alternative"
P!nk,77324599,2706320,f4d5cc07-3bc9-4836-9b15-88a08359bc63,https://www.last.fm/music/P%21nk,0,"pop, pop rock, female vocalists"
Amy Winehouse,102529185,2701407,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,https://www.last.fm/music/Amy+Winehouse,0,"soul, jazz, female vocalists"
Snoop Dogg,43395750,2699775,f90e8b26-9e52-4669-a5c9-e28529c47894,https://www.last.fm/music/Snoop+Dogg,0,"Hip-Hop, rap, Gangsta Rap"
Massive Attack,124587333,2687060,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,https://www.last.fm/music/Massive+Attack,0,"trip-hop, electronic, chillout"
Incubus,115376716,2683842,e3e0abcd-7671-4482-a9d8-462f5acc9be5,https://www.last.fm/music/Incubus,0,"alternative rock, rock, alternative"
Jack Johnson,120126899,2665235,ff6e677f-91dd-4986-a174-8db0474b1799,https://www.last.fm/music/Jack+Johnson,0,"acoustic, singer-songwriter, chill"
Taylor Swift,345183003,2660662,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift,0,"country, pop, female vocalists"
Korn,139704389,2659564,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,https://www.last.fm/music/Korn,0,"Nu Metal, metal, alternative"
Kelly Clarkson,70186014,2655905,d339efbb-77b9-4147-ba9e-59f2f24550b2,https://www.last.fm/music/Kelly+Clarkson,0,"pop, female vocalists, pop rock"
The Beach Boys,80474268,2644344,ebfc1398-8d96-47e3-82c3-f782abcdb13d,https://www.last.fm/music/The+Beach+Boys,0,"classic rock, 60s, pop"
John Mayer,121430837,2629028,8a81edd9-6f62-4ac7-afee-17dc0fec5fe7,https://www.last.fm/music/John+Mayer,0,"singer-songwriter, acoustic, rock"
Frank Sinatra,75500681,2628394,197450cd-0124-4164-b723-3c22dd16494d,https://www.last.fm/music/Frank+Sinatra,0,"jazz, swing, oldies"
Yeah Yeah Yeahs,90779869,2623840,584c04d2-4acc-491b-8a0a-e63133f4bfc4,https://www.last.fm/music/Yeah+Yeah+Yeahs,0,"indie, indie rock, female vocalists"
3 Doors Down,61407302,2622109,2386cd66-e923-4e8e-bf14-2eebe2e9b973,https://www.last.fm/music/3+Doors+Down,0,"rock, alternative rock, alternative"
Queens of the Stone Age,153077909,2620108,7dc8f5bd-9d0b-4087-9f73-dc164950bbd8,https://www.last.fm/music/Queens+of+the+Stone+Age,0,"Stoner Rock, rock, alternative rock"
Black Sabbath,111230523,2619478,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,https://www.last.fm/music/Black+Sabbath,0,"heavy metal, hard rock, classic rock"
Elvis Presley,78454090,2615038,01809552-4f87-45b0-afff-2c6f0730a3be,https://www.last.fm/music/Elvis+Presley,0,"rock n roll, classic rock, rock"
Florence + the Machine,185722821,2609110,5fee3020-513b-48c2-b1f7-4681b01db0c6,https://www.last.fm/music/Florence+%252B+the+Machine,0,"indie, female vocalists, british"
Bloc Party,110470183,2601737,8c538f11-c141-4588-8ecb-931083524186,https://www.last.fm/music/Bloc+Party,0,"indie, indie rock, seen live"
My Chemical Romance,146789093,2593223,c07f0676-9143-4217-8a9f-4c26bd636f13,https://www.last.fm/music/My+Chemical+Romance,0,"rock, emo, alternative"
Shakira,77945520,2582124,bf24ca37-25f4-4e34-9aec-460b94364cfc,https://www.last.fm/music/Shakira,0,"pop, latin, female vocalists"
Papa Roach,83695112,2581600,c5eb9407-caeb-4303-b383-6929aa94021c,https://www.last.fm/music/Papa+Roach,0,"rock, Nu Metal, alternative rock"
Eric Clapton,55109328,2547934,618b6900-0618-4f1e-b835-bccb17f84294,https://www.last.fm/music/Eric+Clapton,0,"classic rock, blues, rock"
T.I.,34235769,2545758,f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62,https://www.last.fm/music/T.I.,0,"Hip-Hop, rap, Dirty South"
Bon Jovi,69698988,2542869,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,https://www.last.fm/music/Bon+Jovi,0,"rock, hard rock, classic rock"
Creedence Clearwater Revival,65815414,2542556,44c48a1b-defd-4222-bee6-03f9ee9a7be9,https://www.last.fm/music/Creedence+Clearwater+Revival,0,"classic rock, rock, Southern Rock"
Alicia Keys,56116616,2542433,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,https://www.last.fm/music/Alicia+Keys,0,"soul, rnb, female vocalists"
Keane,71150231,2533867,c7020c6d-cae9-4db3-92a7-e5c561cbad50,https://www.last.fm/music/Keane,0,"britpop, indie, alternative"
The Clash,90251163,2532554,8f92558c-2baa-4758-8c38-615519e9deda,https://www.last.fm/music/The+Clash,0,"punk, punk rock, british"
Simon & Garfunkel,69281786,2525865,5d02f264-e225-41ff-83f7-d9b1f0b1874a,https://www.last.fm/music/Simon+&+Garfunkel,0,"folk, classic rock, singer-songwriter"
Kasabian,87221257,2517818,69b39eab-6577-46a4-a9f5-817839092033,https://www.last.fm/music/Kasabian,0,"indie, indie rock, british"
The Smiths,178969243,2516573,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,https://www.last.fm/music/The+Smiths,0,"indie, 80s, post-punk"
Pixies,111741137,2511835,b6b2bb8d-54a9-491f-9607-7b546023b433,https://www.last.fm/music/Pixies,0,"alternative, indie, rock"
Evanescence,109272488,2510974,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,https://www.last.fm/music/Evanescence,0,"rock, Gothic Rock, female vocalists"
Calvin Harris,85332167,2510348,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,https://www.last.fm/music/Calvin+Harris,0,"electronic, dance, electro"
Dr. Dre,43753377,2504959,5f6ab597-f57a-40da-be9e-adad48708203,https://www.last.fm/music/Dr.+Dre,0,"Hip-Hop, rap, Gangsta Rap"
OneRepublic,69966245,2503936,c33c2065-b1c3-4406-b066-d33a9e2ea71a,https://www.last.fm/music/OneRepublic,0,"rock, pop rock, alternative"
Modest Mouse,131060735,2502421,a96ac800-bfcb-412a-8a63-0a98df600700,https://www.last.fm/music/Modest+Mouse,0,"indie, indie rock, alternative"
Slipknot,143823703,2498105,ceb7b6be-1dbb-4d80-b157-5588bc884764,https://www.last.fm/music/Slipknot,0,"Nu Metal, metal, heavy metal"
Panic! at the Disco,131598307,2490289,b9472588-93f3-4922-a1a2-74082cdf9ce8,https://www.last.fm/music/Panic%21+at+the+Disco,0,"rock, alternative, emo"
Disturbed,114049159,2488513,dc75517c-d268-486d-bd5b-0eaff34eeef9,https://www.last.fm/music/Disturbed,0,"metal, Nu Metal, hard rock"
The Police,50211090,2484604,9e0e2b01-41db-4008-bd8b-988977d6019a,https://www.last.fm/music/The+Police,0,"rock, classic rock, 80s"
Fleetwood Mac,86796473,2463562,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,https://www.last.fm/music/Fleetwood+Mac,0,"classic rock, rock, 70s"
The Cranberries,63320278,2453616,c98d40fd-f6cf-4b26-883e-eaa515ee2851,https://www.last.fm/music/The+Cranberries,0,"rock, alternative, female vocalists"
The Shins,91574076,2450740,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,https://www.last.fm/music/The+Shins,0,"indie, indie rock, indie pop"
Nelly Furtado,46510266,2435842,13655113-cd16-4b43-9dca-cadbbf26ee05,https://www.last.fm/music/Nelly+Furtado,0,"pop, female vocalists, Canadian"
Jason Mraz,65092667,2417746,82eb8936-7bf6-4577-8320-a2639465206d,https://www.last.fm/music/Jason+Mraz,0,"singer-songwriter, acoustic, pop"
Limp Bizkit,78299766,2412915,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,https://www.last.fm/music/Limp+Bizkit,0,"Nu Metal, rapcore, rock"
Miley Cyrus,100977699,2412001,7e9bd05a-117f-4cce-87bc-e011527a8b18,https://www.last.fm/music/Miley+Cyrus,0,"pop, female vocalists, Disney"
Sia,93376181,2411528,2f548675-008d-4332-876c-108b0c7ab9c5,https://www.last.fm/music/Sia,0,"female vocalists, chillout, indie"
Beastie Boys,80059741,2397800,9beb62b2-88db-4cea-801e-162cd344ee53,https://www.last.fm/music/Beastie+Boys,0,"Hip-Hop, rap, alternative"
Wiz Khalifa,49141568,2394024,f5dfa020-ad69-41cd-b3d4-fd7af0414e94,https://www.last.fm/music/Wiz+Khalifa,0,"Hip-Hop, rap, underground hip-hop"
John Lennon,41835269,2388597,4d5447d7-c61c-4120-ba1b-d7f471d385b9,https://www.last.fm/music/John+Lennon,0,"classic rock, rock, singer-songwriter"
Interpol,129192187,2384842,c44ff8d1-8c81-45c8-abd6-5feefb07b764,https://www.last.fm/music/Interpol,0,"indie, indie rock, post-punk"
Stevie Wonder,48145068,2380209,c1aa2ec9-53e7-4d90-8d36-bac75832e986,https://www.last.fm/music/Stevie+Wonder,0,"soul, funk, motown"
Vampire Weekend,112683924,2372258,af37c51c-0790-4a29-b995-456f98a6b8c9,https://www.last.fm/music/Vampire+Weekend,0,"indie, indie rock, indie pop"
Sum 41,94105188,2369090,f2eef649-a6d5-4114-afba-e50ab26254d2,https://www.last.fm/music/Sum+41,0,"punk rock, punk, pop punk"
Three Days Grace,89462127,2368808,fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,https://www.last.fm/music/Three+Days+Grace,0,"alternative rock, rock, alternative"
2Pac,63208271,2364483,382f1005-e9ab-4684-afd4-0bdae4ee37f2,https://www.last.fm/music/2Pac,0,"rap, Hip-Hop, Gangsta Rap"
Gwen Stefani,35228674,2358461,2e41ae9c-afd2-4f20-8f1e-17281ce9b472,https://www.last.fm/music/Gwen+Stefani,0,"pop, female vocalists, dance"
Marilyn Manson,131149368,2356900,80cadd99-f560-41e3-babd-16292bbd248a,https://www.last.fm/music/Marilyn+Manson,0,"industrial, industrial metal, metal"
Kaiser Chiefs,51990552,2347497,90218af4-4d58-4821-8d41-2ee295ebbe21,https://www.last.fm/music/Kaiser+Chiefs,0,"indie, indie rock, seen live"
The Chemical Brothers,64330396,2347261,1946a82a-f927-40c2-8235-38d64f50d043,https://www.last.fm/music/The+Chemical+Brothers,0,"electronic, dance, big beat"
The Fray,56185656,2344586,2ddd167f-5b8a-4372-b350-6ad50493bac0,https://www.last.fm/music/The+Fray,0,"alternative, rock, piano rock"
Bruce Springsteen,88155794,2338556,70248960-cb53-4ea4-943a-edb18f7d336f,https://www.last.fm/music/Bruce+Springsteen,0,"rock, classic rock, singer-songwriter"
Björk,126101348,2331362,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,https://www.last.fm/music/Bj%C3%B6rk,0,"electronic, alternative, experimental"
Nicki Minaj,89788110,2330847,1036b808-f58c-4a3e-b461-a2c4492ecf1b,https://www.last.fm/music/Nicki+Minaj,0,"Hip-Hop, rap, rnb"
The Black Keys,139808033,2323693,d15721d8-56b4-453d-b506-fc915b14cba2,https://www.last.fm/music/The+Black+Keys,0,"blues rock, blues, rock"
Flo Rida,34991931,2322498,4593d49a-7f67-46ba-9ec0-126bd676286f,https://www.last.fm/music/Flo+Rida,0,"Hip-Hop, rap, hip hop"
The Prodigy,104757730,2319097,4a4ee089-93b1-4470-af9a-6ff575d32704,https://www.last.fm/music/The+Prodigy,0,"electronic, techno, industrial"
Lily Allen,73592692,2318306,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,https://www.last.fm/music/Lily+Allen,0,"pop, female vocalists, british"
Audioslave,58304489,2312191,020bfbb4-05c3-4c86-b372-17825c262094,https://www.last.fm/music/Audioslave,0,"rock, alternative rock, hard rock"
Nine Inch Nails,191966531,2306986,b7ffd2af-418f-4be2-bdd1-22f8b48613da,https://www.last.fm/music/Nine+Inch+Nails,0,"industrial, industrial rock, rock"
Dire Straits,61802353,2292269,614e3804-7d34-41ba-857f-811bad7c2b7a,https://www.last.fm/music/Dire+Straits,0,"classic rock, rock, 80s"
Jennifer Lopez,38759227,2268745,f0602f55-1770-483d-89bd-4bae0d0ac086,https://www.last.fm/music/Jennifer+Lopez,0,"pop, latin, rnb"
Eagles,39463918,2265093,f46bd570-5768-462e-b84c-c7c993bbf47e,https://www.last.fm/music/Eagles,0,"classic rock, rock, 70s"
The Kinks,56057056,2258530,f53888c9-8bdc-4cc3-b2ab-ddab6bc5afb7,https://www.last.fm/music/The+Kinks,0,"classic rock, 60s, rock"
The Notorious B.I.G.,46268734,2255716,d5d97b2b-b83b-4976-814a-056d9076c8c3,https://www.last.fm/music/The+Notorious+B.I.G.,0,"Hip-Hop, rap, Gangsta Rap"
Lana Del Rey,291742644,2244410,b7539c32-53e7-4908-bda3-81449c367da6,https://www.last.fm/music/Lana+Del+Rey,0,"female vocalists, indie, indie pop"
Deep Purple,56809850,2242753,79491354-3d83-40e3-9d8e-7592d58d790a,https://www.last.fm/music/Deep+Purple,0,"hard rock, classic rock, rock"
Air,92347825,2239803,ef3f5cea-b32e-4325-b8d4-96ae70a9fc2e,https://www.last.fm/music/Air,0,"electronic, chillout, ambient"
Iron Maiden,178786923,2216522,ca891d65-d9b0-4258-89f7-e6ba29d83767,https://www.last.fm/music/Iron+Maiden,0,"heavy metal, metal, NWOBHM"
Jimmy Eat World,74033919,2214870,bbc5b66b-d037-4f26-aecf-0b129e7f876a,https://www.last.fm/music/Jimmy+Eat+World,0,"rock, alternative, emo"
The Pussycat Dolls,32068280,2200782,1fda852b-92e9-4562-82fa-c52820a77b23,https://www.last.fm/music/The+Pussycat+Dolls,0,"pop, rnb, dance"
Portishead,88789193,2193027,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,https://www.last.fm/music/Portishead,0,"trip-hop, electronic, female vocalists"
Pitbull,36940326,2185755,d262ea27-3ffe-40f7-b922-85c42d625e67,https://www.last.fm/music/Pitbull,0,"Hip-Hop, rap, Reggaeton"
Ellie Goulding,92586073,2181577,33ca19f4-18c8-4411-98df-ac23890ce9f5,https://www.last.fm/music/Ellie+Goulding,0,"female vocalists, electronic, british"
Sufjan Stevens,145003209,2181200,01d3c51b-9b98-418a-8d8e-37f6fab59d8c,https://www.last.fm/music/Sufjan+Stevens,0,"indie, folk, singer-songwriter"
The Verve,36654271,2173819,d4d17620-fd97-4574-92a8-a2cb7e72ce42,https://www.last.fm/music/The+Verve,0,"britpop, rock, alternative"
Bon Iver,135356840,2171224,437a0e49-c6ae-42f6-a6c1-84f25ed366bc,https://www.last.fm/music/Bon+Iver,0,"folk, indie, singer-songwriter"
Iron & Wine,75415168,2165781,c3f28da8-662d-4f09-bdc7-3084bf685930,https://www.last.fm/music/Iron+&+Wine,0,"folk, indie, singer-songwriter"
Norah Jones,70535445,2165623,985c709c-7771-4de3-9024-7bda29ebe3f9,https://www.last.fm/music/Norah+Jones,0,"jazz, female vocalists, blues"
Phoenix,83006620,2161365,ec5bae34-cd8d-47cb-aa66-60bc0fdce77b,https://www.last.fm/music/Phoenix,0,"indie, french, indie pop"
Joy Division,110723486,2154209,9a58fda3-f4ed-4080-a3a5-f457aac9fcdd,https://www.last.fm/music/Joy+Division,0,"post-punk, new wave, 80s"
Akon,26704954,2144980,1138a764-2212-4d0a-b02d-0dc14df91e08,https://www.last.fm/music/Akon,0,"Hip-Hop, rnb, rap"
No Doubt,44014311,2141785,fbd2a255-1d57-4d31-ac11-65b671c19958,https://www.last.fm/music/No+Doubt,0,"rock, pop, ska"
Kylie Minogue,84333425,2139996,2fddb92d-24b2-46a5-bf28-3aed46f4684c,https://www.last.fm/music/Kylie+Minogue,0,"pop, dance, female vocalists"
